index,distance,label
1,0.5073815666113415,1
2,0.5082414864054943,0
3,0.5338200885462845,1
4,0.535075359438907,0
5,0.5360080600464086,0
6,0.5474686187906757,0
7,0.5498798853179598,0
8,0.5527865770396035,0
9,0.5552447081091213,0
10,0.5582325930071356,0
11,0.559833044265804,0
12,0.5604296308485337,0
13,0.5612753147502364,0
14,0.5643800729240682,0
15,0.564866882621098,0
16,0.5661103015004086,0
17,0.5688841739996043,1
18,0.5736348720832234,1
19,0.574497065564676,0
20,0.5786311813062329,0
21,0.583019424435978,0
22,0.5849331563667156,0
23,0.5862716647741638,0
24,0.5883591582589289,0
25,0.5910283481545785,0
26,0.5923238326462394,0
27,0.5929373323529562,0
28,0.5933491814280996,0
29,0.595767475103054,0
30,0.5966587299819375,0
31,0.600058949786188,0
32,0.6014163187324572,0
33,0.6019155475839206,1
34,0.6024149449868349,0
35,0.6027015516433016,0
36,0.6050602613345858,0
37,0.6056570659259263,0
38,0.606099029993166,0
39,0.6063504980967637,0
40,0.6068229357224846,0
41,0.607480578823037,0
42,0.6087509899040442,0
43,0.609108005284524,0
44,0.6097489927872229,0
45,0.6126787363383347,0
46,0.6136362689420437,0
47,0.613880889541794,0
48,0.6143299254068326,0
49,0.6146399543851496,0
50,0.6147412058594424,0
51,0.6151920631695152,0
52,0.6151948588071162,0
53,0.6163667815663749,0
54,0.6172035521645239,0
55,0.6173160864367135,0
56,0.6178260910328425,0
57,0.6189317823271131,0
58,0.6202851463415883,0
59,0.6211116040730708,0
60,0.6219361909901467,0
61,0.6221872618315492,0
62,0.6224972096054304,0
63,0.6225569940759633,0
64,0.6230284081165707,0
65,0.6230286851324981,0
66,0.6233061860493575,0
67,0.6237382393169121,0
68,0.6246752008395982,0
69,0.6256635239689693,0
70,0.6264843918985387,0
71,0.6266821462453189,0
72,0.6270494777978468,0
73,0.6274094415281882,0
74,0.6280552978453205,0
75,0.6283910180823031,0
76,0.6299771123160987,0
77,0.63012097403649,0
78,0.6314652493429801,0
79,0.6320947477483131,0
80,0.6329203864079112,0
81,0.6339353039645182,0
82,0.6342677775659442,0
83,0.6344252281377886,0
84,0.6350424997548507,0
85,0.6352093676156587,0
86,0.6353221908429966,0
87,0.6360472522364544,0
88,0.6361463593308644,0
89,0.6365134149590962,0
90,0.6370293964907949,0
91,0.6371088563673359,0
92,0.6376633786031657,0
93,0.6380833664532024,0
94,0.6382895252402373,0
95,0.6395972369555141,0
96,0.6403298746246862,0
97,0.6408042306030161,0
98,0.6435758792434367,0
99,0.6437397262855732,0
100,0.6442954892521706,0
101,0.6447285289420226,0
102,0.6450606669922515,0
103,0.645167548207729,0
104,0.6453377878600112,0
105,0.646187467838836,0
106,0.6462430216950502,0
107,0.6472075293948234,0
108,0.6478102965096174,0
109,0.6478910838596192,0
110,0.6483037006585098,0
111,0.6495591565610502,0
112,0.6496231002346842,0
113,0.6503758201677948,0
114,0.6519660375182829,0
115,0.6525040364309213,0
116,0.6526029377121724,0
117,0.6526793289258611,0
118,0.6533293008558875,0
119,0.6536941893079444,0
120,0.6537807569140781,0
121,0.6539126807773004,0
122,0.654230397340786,0
123,0.6554292906377157,0
124,0.6554874701739619,0
125,0.6562561161020475,0
126,0.6569531716621111,0
127,0.6579938528701512,0
128,0.6587170271228651,0
129,0.6595794025709563,0
130,0.6609281226794057,0
131,0.6609298787355778,0
132,0.6611543110359808,0
133,0.6612427355423878,0
134,0.6615754583587686,0
135,0.6616303476287883,0
136,0.6616492031485557,0
137,0.6618903656253211,0
138,0.6619497520141051,0
139,0.6620653312391968,0
140,0.6621628223618568,0
141,0.6622209383227587,0
142,0.6623405285346935,0
143,0.6624347682550775,0
144,0.6625163091992334,0
145,0.6631235304744513,0
146,0.6640181073056634,0
147,0.6642487257866635,0
148,0.6644403754765955,0
149,0.6647984112800244,0
150,0.6652214862485898,0
151,0.6654741500112925,0
152,0.6655276845862377,0
153,0.6659094484218244,0
154,0.6671133097156495,0
155,0.6674645319357836,0
156,0.6674999182499569,0
157,0.6675217143879549,0
158,0.6675656713026935,0
159,0.6676308630356885,0
160,0.6678668124936046,0
161,0.6681080143343707,0
162,0.66817405349477,0
163,0.6687748968500847,0
164,0.6688125107769192,0
165,0.6688902003395448,0
166,0.6693414091882897,0
167,0.6694808350918027,0
168,0.6701340053104492,0
169,0.6701877593563363,0
170,0.6707594862189166,0
171,0.6707864705679919,0
172,0.6716066937381844,0
173,0.6716083395329437,0
174,0.6724394884999054,0
175,0.6728850383948771,0
176,0.6737045037223155,0
177,0.674078464119849,0
178,0.6742172050913016,0
179,0.6743264273059143,0
180,0.6751600651898989,0
181,0.6752542084326054,0
182,0.6753268832495982,0
183,0.6758303063670765,0
184,0.6758817919286572,0
185,0.6760892213383736,0
186,0.6763021981227528,0
187,0.6766755352901936,0
188,0.6767388278404711,0
189,0.6769603844069044,0
190,0.6774834006262686,0
191,0.6775257989089939,0
192,0.6786251055012164,0
193,0.6792287135391446,0
194,0.6797946539818919,0
195,0.6801334674640612,0
196,0.6804477646706024,0
197,0.6808451667842083,0
198,0.6813264141900349,0
199,0.6815067608769441,0
200,0.6815993825354989,0
201,0.683355011066326,0
202,0.6842242941163429,0
203,0.6848003874212668,0
